ID,SITECODE,SITENAME,GNIS_NAME,Mismatch,lat,lon,StationName,COMID,Comment,July.Q.mn,August.Q.mn,July.Q.md,August.Q.md
T04165557,USGS04165557,CLINTON RIVER BYPASS AT MOUTH,NA,x,42.56142365,-82.84519472,"CLINTON RIVER BYPASS AT MOUTH AT MT. CLEMENS, MI",13189326,urban,298.5886117,187.8188475,263.1398121,148.0207242
T04165559,USGS04165559,CLINTON RIVER NEAR MT. CLEMENS,Clinton River,NA,42.59642295,-82.82602859,"CLINTON RIVER NEAR MT. CLEMENS, MI",13183098,urban,297.2038342,186.5831621,262.3462439,146.9206987
T04166100,USGS04166100,"RIVER ROUGE AT SOUTHFIELD, MI","Rouge, River",NA,42.44753563,-83.29743079,"RIVER ROUGE AT SOUTHFIELD, MI",10849484,suburban,29.76686827,22.30544716,26.97289711,17.88612028
T04166315,USGS04166315,UPPER RIVER ROUGE AT CLARENCEV,Upper River Rouge,NA,42.44670217,-83.33659853,"UPPER RIVER ROUGE AT CLARENCEVILLE, MI",10849602,urban,8.090826645,6.049714394,7.482723364,5.012334577
T04166470,USGS04166470,"UPPER RIVER ROUGE AT DETROIT,",Upper River Rouge,NA,42.39420311,-83.27826325,"UPPER RIVER ROUGE AT DETROIT, MI",10849620,urban,26.76521089,19.18866959,24.29116431,16.16217216
T04166500,USGS04166500,"RIVER ROUGE AT DETROIT, MI","Rouge, River",NA,42.37309234,-83.2546513,"RIVER ROUGE AT DETROIT, MI",10850144,urban,64.21858165,43.18971793,58.93170452,33.66835007
T04166750,USGS04166750,MIDDLE RIVER ROUGE AT PLYMOUTH,Middle River Rouge,NA,42.37170308,-83.44549026,"MIDDLE RIVER ROUGE AT PLYMOUTH, MI",10849642,urban,22.806503,16.4829242,20.23921137,14.69320448
T04167150,USGS04167150,MIDDLE RIVER ROUGE AT DEARBORN,Middle River Rouge,NA,42.33059292,-83.24798411,"MIDDLE RIVER ROUGE AT DEARBORN HEIGHTS, MI",10850156,urban,45.29774669,26.99695418,41.68937639,23.81407206
T04167625,USGS04167625,"LOWER RIVER ROUGE AT WAYNE, MI",Lower River Rouge,NA,42.28448237,-83.42743395,"LOWER RIVER ROUGE AT WAYNE, MI",10849794,suburban,20.04447383,13.11870245,16.83697692,10.8948073
T04168400,USGS04168400,"LOWER RIVER ROUGE AT DEARBORN,",Lower River Rouge,NA,42.30837099,-83.25270633,"LOWER RIVER ROUGE AT DEARBORN, MI",10850162,urban,33.33566216,21.04364079,29.13558525,17.41879242
T04168530,USGS04168530,"RIVER ROUGE AT ALLEN PARK, MI",River Rouge,NA,42.30087127,-83.19937079,"RIVER ROUGE AT ALLEN PARK, MI",10849770,urban,149.598292,92.56243921,136.8269732,76.94318777
T04170000,USGS04170000,"HURON RIVER AT MILFORD, MI",Huron River,NA,42.57892089,-83.62660809,"HURON RIVER AT MILFORD, MI",13173571,prox impoundment,89.08497847,84.48444894,85.25037512,81.18610342
T04174500,USGS04174500,"HURON RIVER AT ANN ARBOR, MI",Huron River,NA,42.28698238,-83.73382955,"HURON RIVER AT ANN ARBOR, MI",13176035,"prox impoundment, urban",458.9747928,413.7189854,439.6018018,406.5339746
T04174518,USGS04174518,"MALLETTS CREEK AT ANN ARBOR, M",NA,x,42.2647606,-83.68827307,"MALLETTS CREEK AT ANN ARBOR, MI",13175747,suburban,5.338218221,4.395369442,4.770373857,3.741008263
T04201500,USGS04201500,Rocky River near Berea OH,Rocky River,NA,41.4067149,-81.8870822,Rocky River near Berea OH,15594647,suburban,125.1046825,68.38664951,82.70522479,50.41427392
T04213152,USGS04213152,"Walnut Creek Upstream Pool, ne",Walnut Creek,NA,42.07388889,-80.23472222,"Walnut Creek Upstream Pool, near Erie, PA",9840538,suburban,20.63644442,15.72012882,17.06018941,10.30631075
T0422026250,USGS0422026250,NORTHRUP CREEK AT NORTH GREECE,Northrup Creek,NA,43.25358802,-77.74229619,NORTHRUP CREEK AT NORTH GREECE NY,15558653,suburban,3.887665506,2.263399082,3.17767742,2.102339821
T04232034,USGS04232034,IRONDEQUOIT CR AT RAILROAD MIL,Irondequoit Creek,NA,43.027841,-77.4780502,IRONDEQUOIT CR AT RAILROAD MILLS NEAR FISHERS NY,21633619,PLD,18.04847528,12.48798461,13.64438191,11.51567939
T0423204140,USGS0423204140,MILL CR TRIB SITEA-MILL RD NR,Mill Creek,NA,43.06036683,-77.50123292,MILL CR TRIB SITEA-MILL RD NR BUSHNELL BASIN NY,NA,suburban,NA,NA,NA,NA
T0423204141,USGS0423204141,MILL CR TRIB SITEB-MILL RD NR,Mill Creek,NA,43.06062155,-77.50116368,MILL CR TRIB SITEB-MILL RD NR BUSHNELL BASIN NY,NA,suburban,NA,NA,NA,NA
T0423204920,USGS0423204920,EAST BRANCH ALLEN CREEK AT PIT,East Branch Allen Creek,NA,43.1030703,-77.53342457,EAST BRANCH ALLEN CREEK AT PITTSFORD NY,21633397,suburban,3.248818701,2.188696454,2.353075715,1.977419079
T04232050,USGS04232050,ALLEN CREEK NEAR ROCHESTER NY,NA,x,43.13034057,-77.5186085,ALLEN CREEK NEAR ROCHESTER NY,21633883,suburban,11.41656798,7.235473582,8.829490351,6.305548283
T0423205010,USGS0423205010,IRONDEQUOIT CR ABV BLOSSOM RD,Irondequoit Creek,NA,43.14506276,-77.51194171,IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY,21633937,suburban,54.5198109,35.46959464,40.11873957,31.72046741
T0423205025,USGS0423205025,IRONDEQUOIT CREEK AT EMPIRE BL,NA,x,43.17589592,-77.52610918,"IRONDEQUOIT CREEK AT EMPIRE BLVD, ROCHESTER NY",21633979,suburban,59.87964076,39.03132889,44.21395925,34.33628597
T04232133,USGS04232133,STERLING CREEK AT MOUTH AT NOR,NA,x,43.34363889,-76.69880556,STERLING CREEK AT MOUTH AT NORTH FAIR HAVEN NY,21631671,lake outlet,38.05683412,29.15726736,24.9788606,18.72662078
T04235820,USGS04235820,GROUT BROOK TRIB SOUTHEAST OF,Grout Brook,NA,42.75699494,-76.23806342,GROUT BROOK TRIB SOUTHEAST OF FAIR HAVEN NY,NA,intensive agric,NA,NA,NA,NA
T0424014980,USGS0424014980,SPAFFORD CR TRIB NR SAWMILL RD,Spafford Creek,NA,42.8264563,-76.23187279,SPAFFORD CR TRIB NR SAWMILL RD NR SPAFFORD NY,NA,intensive agric,NA,NA,NA,NA
T04282795,USGS04282795,LAPLATTE RIVER AT SHELBURNE FA,"Platte River, La",NA,44.37005122,-73.21623674,"LAPLATTE RIVER AT SHELBURNE FALLS, VT.",4578818,"upstrm suburban, impoundment",33.61823561,26.12837416,22.0760166,18.33717535
T04282813,USGS04282813,POTASH BR @ QUEEN CITY PARK RD,Potash Brook,NA,44.44588307,-73.21346036,"POTASH BR @ QUEEN CITY PARK RD, NR BURLINGTON, VT",4578758,suburban,4.619425964,3.584285835,3.21755692,2.484537761
T04288225,USGS04288225,W BRANCH LITTLE R ABV BINGHAM,West Branch Little River,NA,44.52338556,-72.77178853,"W BRANCH LITTLE R ABV BINGHAM FALLS NEAR STOWE, VT",4576564,prox suburban,12.89470048,12.55649107,12.14956979,12.49228079
T04289880,USGS04289880,"MILL BROOK ABOVE VT 117, NEAR",Mill Brook,NA,44.45583333,-73.01777778,"MILL BROOK ABOVE VT 117, NEAR ESSEX JUNCTION, VT",4578756,PLD,20.6628822,19.0978238,15.47376595,14.60522549
T04289881,USGS04289881,"MILL BROOK BELOW VT 117, NEAR",Mill Brook,NA,44.45527778,-73.01833333,"MILL BROOK BELOW VT 117, NEAR ESSEX JUNCTION, VT",4578756,PLD,20.6628822,19.0978238,15.47376595,14.60522549
T04290160,USGS04290160,"ALDER BROOK ABOVE VT 289, NEAR",Alder Brook,NA,44.50171661,-73.07151589,"ALDER BROOK ABOVE VT 289, NEAR ESSEX JUNCTION, VT",4576908,prox suburban,7.179679148,6.409677169,5.388311921,4.35618439
T042901608,USGS042901608,"ALDER BROOK TRIB AT MOUTH, NEA",Alder Brook,NA,44.50194444,-73.07166667,"ALDER BROOK TRIB AT MOUTH, NEAR ESSEX JUNCTION, VT",4576908,prox suburban,7.179679148,6.409677169,5.388311921,4.35618439
T04290161,USGS04290161,"ALDER BROOK BELOW VT 289, NEAR",Alder Brook,NA,44.5,-73.07166667,"ALDER BROOK BELOW VT 289, NEAR ESSEX JUNCTION, VT",4576908,prox suburban,7.179679148,6.409677169,5.388311921,4.35618439
T042903349,USGS042903349,"ALLEN BROOK ABOVE VT 2A, NEAR",Allen Brook,NA,44.46032821,-73.11123747,"ALLEN BROOK ABOVE VT 2A, NEAR ESSEX JUNCTION, VT",4578812,suburban,8.254471171,7.313044742,6.1858262,4.840325764
T04290335,USGS04290335,"ALLEN BROOK AT VT 2A, NEAR ESS",Allen Brook,NA,44.46171705,-73.1126264,"ALLEN BROOK AT VT 2A, NEAR ESSEX JUNCTION, VT",4578812,suburban,8.254471171,7.313044742,6.1858262,4.840325764
T05014300,USGS05014300,Swiftcurrent Cr ab Swiftcurren,Swiftcurrent Creek,NA,48.79550116,-113.6802951,Swiftcurrent Cr ab Swiftcurrent Lk at Many Glacier,9305916,PLD,118.3665817,39.86354002,118.0242699,42.04935001
T05049000,USGS05049000,USGS05049000,Mustinka River,usgs,45.82079402,-96.49062185,"MUSTINKA RIVER ABOVE WHEATON, MN",6647164,intensive agric,151.0702481,68.5646613,67.28591119,31.09823069
T05051521,USGS05051521,"WHISKEY CREEK AT KENT, MN",Whisky Creek,NA,46.43952841,-96.67951579,"WHISKEY CREEK AT KENT, MN",6668417,intensive agric,12.66654196,5.497916117,6.75602335,2.146929498
T05054000,USGS05054000,USGS05054000,Red River of the North,usgs,46.86107501,-96.7836924,"RED RIVER OF THE NORTH AT FARGO, ND",6667867,prox urban,1824.768596,677.8255474,957.7389213,399.0722593
T05054200,USGS05054200,USGS05054200,Red River of the North,usgs,46.97656051,-96.82053344,"RED RIVER OF THE NORTH NEAR HARWOOD, ND",6667821,upstrm urban,1839.453104,677.2787249,962.2269133,403.7371537
T05054500,USGS05054500,USGS05054500,Sheyenne River,usgs,47.69869694,-99.95103468,"SHEYENNE RIVER ABOVE HARVEY, ND",14278458,PLD,19.13565561,10.20176651,10.03865944,5.271676573
T05055170,USGS05055170,"SHEYENNE RIVER NEAR MADDOCK, N",Sheyenne River,NA,47.90257406,-99.61928531,"SHEYENNE RIVER NEAR MADDOCK, ND",14278308,PLD,58.21793711,33.17676859,29.92857575,15.67753763
T05055300,USGS05055300,SHEYENNE R AB DEVILS LK STATE,Sheyenne River,NA,47.90778278,-99.41624229,"SHEYENNE R AB DEVILS LK STATE OUTLET NR FLORA, ND",14278290,PLD,83.89387821,45.31337197,38.89357449,18.86931603
T05055400,USGS05055400,SHEYENNE R BL DEVILS LK STATE,Sheyenne River,NA,47.82112066,-99.27668369,"SHEYENNE R BL DEVILS LK STATE OUTLET NR BREMEN, ND",14278496,PLD,91.04679756,48.88261528,40.36466947,20.98748183
T05056000,USGS05056000,Sheyenne R. @ Warwick,Sheyenne River,NA,47.80533278,-98.71651963,"SHEYENNE RIVER NR WARWICK, ND",14267516,PLD,120.0607745,76.68760242,80.87117709,32.1503327
T05057000,USGS05057000,USGS05057000,Sheyenne River,usgs,47.43277097,-98.02759541,"SHEYENNE RIVER NR COOPERSTOWN, ND",14269180,PLD,215.2950494,136.7543827,150.986126,69.77369455
T05057200,USGS05057200,USGS05057200,Baldhill Creek,usgs,47.22915623,-98.12481891,"BALDHILL CREEK NR DAZEY, ND",14269214,PLD,68.7690538,33.47651394,33.4296264,7.018814486
T05058000,USGS05058000,USGS05058000,Sheyenne River,usgs,47.03346708,-98.08324725,"SHEYENNE RIVER BELOW BALDHILL DAM, ND",14824899,prox impoundment,302.7660554,153.2196947,177.0310787,89.12607848
T05059300,USGS05059300,USGS05059300,Sheyenne River,usgs,46.75059887,-96.92661648,"SHEYENNE R AB SHEYENNE R DIVERSION NR HORACE, ND",14828151,PLD,450.2201588,171.4723357,263.5740703,95.13144623
T05060100,USGS05060100,USGS05060100,Maple River,usgs,46.90524871,-97.05258699,"MAPLE RIVER BL MAPLETON, ND",14254079,intensive agric,182.0824703,66.45125358,110.2799645,29.29825931
T05064500,USGS05064500,USGS05064500,Red River of the North,usgs,47.35191439,-96.84394858,"RED RIVER OF THE NORTH AT HALSTAD, MN",6696830,upstrm urban,2874.612566,1130.657748,1671.319708,585.7398036
T05082500,USGS05082500,RED RIVER OF THE NORTH AT GRA*,Red River of the North,NA,47.92717843,-97.02930439,"RED RIVER OF THE NORTH AT GRAND FORKS, ND",9398232,prox & upstrm urban,4682.549404,2014.892014,3292.48634,1131.119412
T05114000,USGS05114000,SOURIS RIVER,Souris River,NA,48.9909787,-101.9587679,"SOURIS RIVER NR SHERWOOD, ND",NA,CANADA,NA,NA,NA,NA
T05200170,USGS05200170,"MISSISSIPPI RIVER NEAR VERN, M",Mississippi River,NA,47.32570539,-95.22507348,"MISSISSIPPI RIVER NEAR VERN, MN",22329431,PLD,61.97823276,50.44266552,52.11977173,45.35973922
T05243200,USGS05243200,"SHELL RIVER NEAR HORTON, MN",Shell River,NA,46.81444099,-95.12133161,"SHELL RIVER NEAR HORTON, MN",4946023,PLD,101.6087309,86.5314708,89.60897679,82.17255533
T05244385,USGS05244385,WING RIVER ABOVE WWTP AT VERND,Wing River,NA,46.39802401,-95.04788132,"WING RIVER ABOVE WWTP AT VERNDALE, MN",4960646,PLD,106.2818192,88.16002268,98.13678301,80.22890879
T05244409,USGS05244409,"REDEYE RIVER AT HILLVIEW, MN",Redeye River,NA,46.67805556,-95.25722222,"REDEYE RIVER AT HILLVIEW, MN",4958682,PLD,52.69174025,37.89463872,43.55046878,33.00073652
T05245295,USGS05245295,"MORAN CREEK NEAR STAPLES, MN",Moran Creek,NA,46.25284961,-94.8420582,"MORAN CREEK NEAR STAPLES, MN",4963711,PLD,48.62362081,40.40070463,44.84842025,36.70082439
T05265698,USGS05265698,"SWAN RIVER BELOW SOBIESKI, MN",Swan River,NA,45.93037874,-94.43086362,"SWAN RIVER BELOW SOBIESKI, MN",4860215,PLD,123.8689405,111.3975093,118.1623895,100.4613179
T05267578,USGS05267578,"SPUNK CREEK NEAR OPOLE, MN",Spunk Creek,NA,45.76078254,-94.33687736,"SPUNK CREEK NEAR OPOLE, MN",4973315,intensive agric,57.91256939,50.15229114,48.57888078,42.19670345
T05267930,USGS05267930,"SKUNK RIVER NEAR BUCKMAN, MN",Skunk River,NA,45.92718776,-94.17777156,"SKUNK RIVER NEAR BUCKMAN, MN",4972433,PLD,85.84617833,62.96634658,84.46795657,48.15384834
T05268700,USGS05268700,"LITTLE ROCK CREEK AT RICE, MN",Little Rock Creek,NA,45.76327789,-94.20492468,"LITTLE ROCK CREEK AT RICE, MN",4973323,PLD,50.24241193,45.62985244,47.08998263,39.57777822
T05270103,USGS05270103,SAUK RIVER BELOW LAKE OSAKIS N,Sauk River,NA,45.86138889,-95.08361111,"SAUK RIVER BELOW LAKE OSAKIS NEAR OSAKIS, MN",4980656,lake outlet,266.169086,199.3149836,231.9255689,156.8991323
T05272951,USGS05272951,CLEARWATER RIVER ABOVE LAKE LO,Clearwater River,NA,45.28967135,-94.25201117,CLEARWATER RIVER ABOVE LAKE LOUISA NR SOUTH HAVEN,2725043,PLD,45.03157081,34.03655253,35.89807217,25.08785707
T05273800,USGS05273800,"ELK RIVER NEAR POPPLE CREEK, M",Elk River,NA,45.66205648,-94.04210129,"ELK RIVER NEAR POPPLE CREEK, MN",2721241,PLD,33.43129599,24.10810235,29.96478789,17.10157431
T05278020,USGS05278020,MIDDLE FORK CROW RIVER AT CROW,Middle Fork Crow River,NA,45.24309195,-94.72415987,"MIDDLE FORK CROW RIVER AT CROW RIVER, MN",4252618,PLD,212.0878432,180.420772,176.6868386,146.0602744
T05284305,USGS05284305,USGS05284305,Sequchie Creek,usgs,46.25154217,-93.82757608,"SEGUCHIE CREEK AT HOLT LAKE OUTLET, NEAR GARRISON",2361610,lake outlet,10.09918409,6.778655152,9.66110626,4.527110784
T05284310,USGS05284310,SEGUCHIE CREEK ABOVE MOUTH NEA,Sequchie Creek,NA,46.25369739,-93.82114419,"SEGUCHIE CREEK ABOVE MOUTH NEAR GARRISON, MN",2361610,lake outlet,10.09918409,6.778655152,9.66110626,4.527110784
T05284690,USGS05284690,WEST BRANCH RUM RIVER NEAR FOR,West Branch Rum River,NA,45.70726829,-93.69603175,"WEST BRANCH RUM RIVER NEAR FORESTON, MN",2363072,PLD,61.37109314,42.67723067,57.73601944,32.04492236
T05284945,USGS05284945,STANCHFIELD CREEK AT SPRINGVAL,Stanchfield Creek,NA,45.63027778,-93.305,"STANCHFIELD CREEK AT SPRINGVALE, MN",2363800,PLD,61.39030491,44.5681029,54.03988329,32.34184422
T05286297,USGS05286297,"CEDAR CREEK NEAR EAST BETHEL,",Cedar Creek,NA,45.32867523,-93.29747226,"CEDAR CREEK NEAR EAST BETHEL, MN",2367064,PLD,58.43361435,50.8619742,54.41517457,47.14154055
T05286790,USGS05286790,TROTT BROOK AT CO. RD. 5 IN RA,Trott Brook,NA,45.28242729,-93.43982348,"TROTT BROOK AT CO. RD. 5 IN RAMSEY, MN",2367084,suburban,36.27335914,32.35359686,32.98800481,30.46984465
T05288705,USGS05288705,USGS05288705,Shingle Creek,usgs,45.05012018,-93.3100413,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",1100446,urban,34.22774781,28.58450553,30.53066562,26.4889616
T05314510,USGS05314510,"CHETOMBA CREEK NEAR RENVILLE,",Chetomba Creek,NA,44.83995979,-95.23917511,"CHETOMBA CREEK NEAR RENVILLE, MN",4122838,intensive agric,41.68863161,26.00118449,23.392502,19.35569386
T0531656290,USGS0531656290,WEST FORK BEAVER CREEK AT 320,West Fork Beaver Creek,NA,44.69023837,-95.0344433,"WEST FORK BEAVER CREEK AT 320 ST. NEAR BECHYN, MN",4123248,intensive agric,30.23295836,17.64841956,13.93892173,12.70931712
T05320270,USGS05320270,USGS05320270,Little Cobb River,usgs,43.99651511,-93.9089336,"LITTLE COBB RIVER NEAR BEAUFORD, MN",10596716,PLD,85.30829022,57.95959119,71.14799092,41.35584481
T05326189,USGS05326189,SOUTH BRANCH RUSH RIVER AT CO,South Branch Rush River,NA,44.46537738,-94.15026377,SOUTH BRANCH RUSH RIVER AT CO RD 63 NR NORSELAND,937020571,intensive agric,38.555853,25.80353793,26.93260306,14.39396933
T05331833,USGS05331833,"NAMEKAGON RIVER AT LEONARDS, W",Namekagon River,NA,46.17139564,-91.32993717,"NAMEKAGON RIVER AT LEONARDS, WI",1850373,PLD,101.168174,81.59753213,88.03303951,77.0060877
T05333500,USGS05333500,"ST. CROIX RIVER NEAR DANBURY,",Saint Croix River,NA,46.0749426,-92.24741521,"ST. CROIX RIVER NEAR DANBURY, WI",2263699,PLD,1130.564184,1013.779617,1020.887197,892.3637248
T05338955,USGS05338955,WOOD RIVER @ NORTH WILLIAMS RO,Wood River,NA,45.78522979,-92.63131371,WOOD RIVER @ NORTH WILLIAMS RO,2644408,PLD,82.79566575,75.03562948,81.82079828,59.76169394
T05340280,USGS05340280,TRADE RIVER AT MELO DRIVE NEAR,Trade River,NA,45.68,-92.64583333,"TRADE RIVER AT MELO DRIVE NEAR TRADE LAKE, WI",2644680,PLD,64.94511983,64.75723238,65.9820029,56.9496149
T05340500,USGS05340500,ST. CROIX RIVER AT ST. CROIX F,Saint Croix River,NA,45.40690608,-92.64715129,"ST. CROIX RIVER AT ST. CROIX FALLS, WI",2649362,prox impoundment,4340.553125,3617.697812,4235.149919,2892.011623
T05340962,USGS05340962,APPLE RIVER AT 70TH. ST. NEAR,Apple River,NA,45.45666667,-92.305,APPLE RIVER AT 70TH. ST. NEAR,2649168,PLD,42.39670152,43.68741561,41.34282098,38.0936519
T05341685,USGS05341685,WILLOW RIVER AT 210TH AVENUE N,Willow River,NA,45.16555556,-92.38,WILLOW RIVER AT 210TH AVENUE N,2648888,PLD,54.84775095,48.40407268,57.63155282,37.40315886
T05341752,USGS05341752,WILLOW RIVER @ WILLOW R STATE,Willow River,NA,45.01163392,-92.70853575,"WILLOW RIVER @ WILLOW R STATE PARK NR BURKHARDT,WI",2649086,prox impoundment,178.0308488,150.1340194,173.3354759,116.038526
T05341763,USGS05341763,"VALLEY BRANCH NEAR AFTON, MN -",Valley Branch,NA,44.91583333,-92.79,"VALLEY BRANCH NEAR AFTON, MN - STATION 2",2651584,PLD,44.8073289,34.88558953,37.25638684,27.26675102
T05357335,USGS05357335,BEAR RIVER NEAR MANITOWISH WAT,Bear River,NA,46.04883771,-89.98460351,"BEAR RIVER NEAR MANITOWISH WATERS, WI",13344864,PLD,67.4200934,56.94329881,64.92919673,56.34085633
T05358170,USGS05358170,BUTTERNUT CREEK AT CUTOFF ROAD,Butternut Creek,NA,45.99634256,-90.50322395,"BUTTERNUT CREEK AT CUTOFF ROAD NEAR BUTTERNUT, WI",13350110,PLD,19.02165091,14.5950648,16.72327121,12.28825089
T053674464,USGS053674464,"YELLOW RIVER AT BARRON, WI",Yellow River,NA,45.39523615,-91.8301731,"YELLOW RIVER AT BARRON, WI",13082275,"prox suburban, impoundment",89.36485715,93.319419,87.22049849,80.97904654
T05370000,USGS05370000,EAU GALLE RIVER AT SPRING VALL,Eau Galle River,NA,44.85277778,-92.23833333,"EAU GALLE RIVER AT SPRING VALLEY, WI",13107695,prox impoundment,40.29453797,28.85040655,32.45333181,19.21958553
T05371965,USGS05371965,HUTCHINSON CREEK AT FRENCH VAL,Hutchinson Creek,NA,44.42996504,-91.74015636,"HUTCHINSON CREEK AT FRENCH VALLEY RD NR MODENA, WI",2116578,intensive agric,1.392354274,1.271297162,1.365261495,1.040770838
T05378183,USGS05378183,JOOS VALLEY CREEK NEAR FOUNTAI,NA,x,44.21468571,-91.66515317,"JOOS VALLEY CREEK NEAR FOUNTAIN CITY, WI",2117216,intensive agric,4.738234816,4.680098706,4.489982565,3.784556964
T05378185,USGS05378185,EAGLE CREEK AT CT HIGHWAY G NE,Eagle Creek,NA,44.20940798,-91.67848642,"EAGLE CREEK AT CT HIGHWAY G NEAR FOUNTAIN CITY, WI",2117228,intensive agric,10.44951953,10.27436757,10.18375089,8.272281853
T053793305,USGS053793305,TRAVERSE VALLEY CREEK N. TRIB.,Traverse Valley Creek,NA,44.39818286,-91.55161255,"TRAVERSE VALLEY CREEK N. TRIB. NR INDEPENDENCE, WI",2732604,intensive agric,1.268591588,1.182662469,1.205087328,0.983265848
T053793306,USGS053793306,TRAVERSE VALLEY CREEK S. TRIB.,Traverse Valley Creek,NA,44.39552038,-91.55376657,"TRAVERSE VALLEY CREEK S. TRIB. NR INDEPENDENCE, WI",NA,intensive agric,NA,NA,NA,NA
T05382240,USGS05382240,HALFWAY CREEK AT CTH ZN NEAR O,Halfway Creek,NA,43.92666667,-91.27194444,"HALFWAY CREEK AT CTH ZN NEAR ONALASKA, WI",2456078,"intensive agric, upstrm suburban",25.0369614,22.69649717,22.65642688,17.18330153
T05382242,USGS05382242,HALFWAY CREEK AT MOUTH AT CTH,NA,NA,43.91638889,-91.25861111,"HALFWAY CREEK AT MOUTH AT CTH Z NEAR ONALASKA, WI",2455434,"intensive agric, upstrm suburban",25.5614167,23.1569155,23.00202808,17.62925721
T05389400,USGS05389400,USGS05389400,Bloody Run,usgs,43.04052296,-91.20638611,"Bloody Run Creek near Marquette, IA",13211298,PLD,25.8199101,25.41219827,22.78163434,20.54072298
T05392070,USGS05392070,TOMAHAWK RIVER AT THOROUGHFARE,NA,x,45.85495323,-89.67820145,"TOMAHAWK RIVER AT THOROUGHFARE ROAD NR MINOCQUA,WI",13395651,lake outlet,20.85739074,18.00303893,19.16458753,17.12596377
T05392083,USGS05392083,LINK CR(MINOCQUA THOROUGHFARE),NA,x,45.87384176,-89.66431254,LINK CR(MINOCQUA THOROUGHFARE)@ STH 47 NR WOODRUFF,13395639,lake outlet,19.19063866,17.77052041,18.35498786,16.94953046
T05394500,USGS05394500,"PRAIRIE RIVER NEAR MERRILL, WI",Prairie River,NA,45.23579915,-89.64984772,"PRAIRIE RIVER NEAR MERRILL, WI",14727088,PLD,129.1569612,111.0779556,117.0314006,95.1351083
T05398000,USGS05398000,"WISCONSIN RIVER AT ROTHSCHILD,",Wisconsin River,NA,44.88683056,-89.63574722,"WISCONSIN RIVER AT ROTHSCHILD, WI",14732372,"prox urban, impoundment",2685.44861,2297.923933,2389.636261,2072.399182
T05406450,USGS05406450,BLACK EARTH CREEK LOW FLOW NO,Black Earth Creek,NA,43.0874951,-89.58123271,"BLACK EARTH CREEK LOW FLOW NO 3 NR CROSS PLAINS,WI",13633331,"intensive agric, suburban",3.215363449,2.568585626,2.196749024,2.142040319
T054064509,USGS054064509,BLACK EARTH CK AT STAGECOACH R,NA,x,43.09693912,-89.62567747,"BLACK EARTH CK AT STAGECOACH RD NR CROSS PLAINS,WI",13633245,"prox impoundment, intensive agric",6.417448533,5.182175443,4.498001509,4.343534133
T05406460,USGS05406460,BLACK EARTH CREEK AT CROSS PLA,Black Earth Creek,NA,43.11054978,-89.64567758,"BLACK EARTH CREEK AT CROSS PLAINS, WI",13633143,suburban & intensive agric,9.088402064,7.477286483,6.557598567,6.214516946
T05406465,USGS05406465,BREWERY CREEK AT CT HIGHWAY K,NA,x,43.1491601,-89.59678812,"BREWERY CREEK AT CT HIGHWAY K NEAR CROSS PLAINS,WI",13632973,intensive agric,1.386794288,1.142940187,0.959655145,1.057166493
T05406469,USGS05406469,BREWERY CREEK-UPSTREAM SITE-AT,NA,x,43.12527165,-89.63512189,"BREWERY CREEK-UPSTREAM SITE-AT CROSS PLAINS, WI",13633137,intensive agric,7.888793611,6.51414352,5.617708004,5.869428444
T05406470,USGS05406470,"BREWERY CREEK AT CROSS PLAINS,",NA,x,43.11916068,-89.64039973,"BREWERY CREEK AT CROSS PLAINS, WI",13633137,"prox suburban, upstrm intensive agric",7.888793611,6.51414352,5.617708004,5.869428444
T054064785,USGS054064785,BLACK EARTH CREEK TRIBUTARY AT,Black Earth Creek,NA,43.11166078,-89.66456663,"BLACK EARTH CREEK TRIBUTARY AT CROSS PLAINS, WI",NA,suburban,NA,NA,NA,NA
T054064895,USGS054064895,GARFOOT CREEK AT BRAUN ROAD NE,Garfoot Creek,NA,43.08693915,-89.69040023,"GARFOOT CREEK AT BRAUN ROAD NEAR CROSS PLAINS, WI",13633301,prox intensive agric,1.537569312,1.314316897,1.19117088,1.141816533
T054064915,USGS054064915,GARFOOT CREEK @ CT HIGHWAY KP,Garfoot Creek,NA,43.1116607,-89.68178899,"GARFOOT CREEK @ CT HIGHWAY KP NEAR CROSS PLAINS,WI",13633135,intensive agric,4.557048676,3.809512761,3.520913832,3.202244038
T054065145,USGS054065145,VERMONT CREEK AT CT HIGHWAY KP,Vermont Creek,NA,43.13554857,-89.75178956,"VERMONT CREEK AT CT HIGHWAY KP AT BLACK EARTH, WI",13633019,prox intensive agric,11.24653455,9.438706852,8.862548924,8.267367205
T05406524,USGS05406524,HALFWAY PRAIRIE CREEK @ HUDSON,Halfway Prairie Creek,NA,43.17666667,-89.78027778,"HALFWAY PRAIRIE CREEK @ HUDSON RD AT MAZOMANIE, WI",13633809,intensive agric,12.26628708,10.60363549,8.354326935,9.774570143
T054065295,USGS054065295,MARSH VALLEY CREEK AT VOSS ROA,NA,x,43.17610296,-89.77790075,"MARSH VALLEY CREEK AT VOSS ROAD AT MAZOMANIE, WI",13632891,intensive agric,7.300425041,6.308007739,5.329060787,5.62000898
