SITECODE,SITENAME,GNIS_NAME,lon,lat
USGS05520500,"KANKAKEE RIVER AT MOMENCE, IL",Kankakee River,-87.6686483,41.16003338
USGS05525500,"SUGAR CREEK AT MILFORD, IL",Sugar Creek,-87.72391809,40.6300362
USGS05526000,"IROQUOIS RIVER NEAR CHEBANSE,",Iroquois River,-87.82337192,41.0089215
USGS05527748,JEROME CREEK @ 88TH AVENUE NR,Jerome Creek,-87.91313306,42.53751992
USGS05527950,"MILL CREEK AT OLD MILL CREEK,",Mill Creek,-87.96916667,42.41527778
USGS05530510,WILLOW CREEK AT DES PLAINES R,Willow Creek,-87.86006378,41.99003024
USGS05531045,SALT CREEK AT ELK GROVE VILLAG,Salt Creek,-88.00090296,42.01252836
USGS05531500,"SALT CREEK AT WESTERN SPRINGS,",Salt Creek,-87.90027778,41.8258333300001
USGS05533400,"SAWMILL CREEK NEAR LEMONT, IL",Sawmill Creek,-87.96277778,41.7077777800001
USGS05535070,SKOKIE RIVER NEAR HIGHLAND PAR,Skokie River,-87.79805556,42.15972222
USGS05536118,NB CHICAGO RIVER AT GRAND AVEN,Chicago Sanitary and Ship Canal,-87.64171981,41.89169943
USGS05536236,"DEER CREEK NEAR GLENWOOD, IL",Deer Creek,-87.59670996,41.53642388
USGS05536255,BUTTERFIELD CREEK AT FLOSSMOOR,Butterfield Creek,-87.64921168,41.5400347
USGS05536272,NORTH CREEK BELOW 183RD STREET,North Creek,-87.59615482,41.55697939
USGS05536275,"THORN CREEK AT THORNTON, IL",Thorn Creek,-87.60782209,41.56836818
USGS05536355,MIDLOTHIAN CREEK AT BLUE ISLAN,Midlothian Creek,-87.6800483,41.64392293
USGS05536500,"TINLEY CREEK NEAR PALOS PARK,",Tinley Creek,-87.76644011,41.64669995
USGS05538490,"SPRING CREEK NEAR JOLIET, IL",Spring Creek,-88.05478011,41.5394754700001
USGS05539900,WEST BRANCH DU PAGE RIVER NEAR,West Branch Du Page River,-88.1789607,41.91086169
USGS05540660,"ROCK RUN NEAR SHOREWOOD, IL",Rock Run,-88.18589472,41.4853084600001
USGS05541710,"AUX SABLE CREEK NEAR MORRIS, I",Aux Sable Creek,-88.34756598,41.41725331
USGS05545131,SOUTHWICK CREEK AT WILLIAMS BA,"",-88.5388214526421,42.5793153678624
USGS05545133,BIRCHES CREEK AT LACKEY LANE N,"",-88.48759862,42.5600171
USGS05548200,NORTH BRANCH NIPPERSINK CREEK,North Branch Nippersink Creek,-88.30009125,42.46474133
USGS05549850,FLINT CREEK NEAR FOX RIVER GRO,Flint Creek,-88.17361111,42.21111111
USGS05550290,TYLER CREEK AT RANDALL ROAD NE,Tyler Creek,-88.33841377,42.05697048
USGS05550500,"POPLAR CREEK AT ELGIN, IL",Poplar Creek,-88.25555556,42.02611111
USGS05551200,"FERSON CREEK NEAR ST. CHARLES,","",-88.34083333,41.93277778
USGS05551340,"MILL CREEK AT MOOSEHEART, IL",Mill Creek,-88.32479557,41.82225088
USGS05551548,"WAUBANSEE CREEK AT OSWEGO, IL",Waubonsie Creek,-88.34951513,41.68614073
USGS05551635,BLACKBERRY CREEK AT BLISS RD N,Blackberry Creek,-88.4397975,41.78002897
USGS05551939,LITTLE ROCK CREEK AT MILHURST,Little Rock Creek,-88.54090814,41.63586326
USGS05551990,"SOMONAUK CREEK NR SOMONAUK, IL",Somonauk Creek,-88.65229907,41.63919684
USGS05553500,"ILLINOIS RIVER AT OTTAWA, IL","",-88.85285493,41.3380892300001
USGS05568500,ILLINOIS RIVER AT KINGSTON MIN,Illinois River,-89.77732997,40.55309434
USGS05572000,"SANGAMON RIVER AT MONTICELLO,",Sangamon River,-88.5888752202328,40.0306328885561
USGS05579630,KICKAPOO CREEK NEAR BLOOMINGTO,Kickapoo Creek,-88.8775,40.45833333
USGS06018500,USGS06018500,Beaverhead River,-112.452971598254,45.3834138511782
USGS06024450,USGS06024450,Big Hole River,-113.45684739372,45.6180284013838
USGS06025500,BIG HOLE RIV,Big Hole River,-112.701935711465,45.5265944175399
USGS06026500,USGS06026500,Jefferson River,-112.33006864355,45.6124761443731
USGS06035000,USGS06035000,Willow Creek,-111.741118620791,45.7231364017422
USGS06036650,JEFFERSON RI,Jefferson River,-111.595440184804,45.8973668745476
USGS06036805,USGS06036805,Firehole River,-110.822056388671,44.4597720111957
USGS06036905,USGS06036905,Firehole River,-110.86345561234,44.6201123702961
USGS06037100,USGS06037100,Gibbon River,-110.860974067304,44.6406882662335
USGS06038800,"",Madison River,-111.581026413876,44.8887305977294
USGS06041000,MADISON RIVE,Madison River,-111.634589888008,45.4900534176202
USGS06043500,Gallatin River near Gallatin *,Gallatin River,-111.270858597829,45.4973809636231
USGS06048700,East Gallatin River at USGS ga,East Gallatin River,-111.069077822259,45.7256065582494
USGS06052500,GALLATIN RIV,Gallatin River,-111.4382983,45.88520602
USGS06054500,MISSOURI RIV,Missouri River,-111.420235708488,46.14653622871
USGS06066500,"",Missouri River,-112.010653555199,46.9946171804454
USGS06071300,"",Little Prickly Pear Creek,-112.070299662299,47.0054105143424
USGS06073500,Dearborn River,Dearborn River,-112.0963938,47.19911229
USGS06076560,Smith River bl Newlan Cr nr Wh,Smith River,-111.058226682694,46.5910662780848
USGS06076690,USGS06076690,Smith River,-111.17884,46.79578218
USGS06077200,USGS06077200,Smith River,-111.1921741,46.82800477
USGS06077500,USGS06077500,Smith River,-111.386133320979,47.189473502864
USGS06085800,USGS06085800,Sun River,-111.931955142346,47.5017920614752
USGS06089000,USGS06089000,Sun River,-111.510698812291,47.5253202439194
USGS06101500,USGS06101500,Marias River,-111.099521447925,48.3172492410316
USGS06108800,USGS06108800,Teton River,-110.514602730444,47.9327072470306
USGS06114700,Judith River,Judith River,-109.652559490976,47.6683382849045
USGS06115200,Missouri River near Landusky M,Missouri River,-108.687864414695,47.6313823443014
USGS06120500,USGS06120500,Musselshell River,-109.840399993854,46.4288845842614
USGS06130500,USGS06130500,Musselshell River,-107.8890001,46.99470994
USGS06174500,Milk River,Milk River,-106.364288881108,48.1299673578222
USGS06181000,Poplar River near Poplar MT,Poplar River,-105.178136317409,48.1705135416516
USGS06187915,SODA BUTTE CR AT PARK BNDRY AT,Soda Butte Creek,-110.002265618751,45.0028374296463
USGS06187950,USGS06187950,Soda Butte Creek,-110.16591632485,44.8685593541099
USGS06190540,GARDNER RIVE,"",-110.691467641977,44.9927009761927
USGS06191500,YELLOWSTONE,Yellowstone River,-110.793578548266,45.1119937396002
USGS06192500,YELLOWSTONE,Yellowstone River,-110.566605622402,45.5972688946799
USGS06195600,USGS06195600,Shields River,-110.479789814101,45.7384489827046
USGS06200000,USGS06200000,Boulder River,-109.938802275907,45.8338478099023
USGS06205000,USGS06205000,Stillwater River,-109.387955258135,45.5513627787873
USGS06208500,USGS06208500,Clarks Fork Yellowstone River,-108.843890282971,45.4656666947513
USGS06209500,Rock Creek near Red Lodge MT,Rock Creek,-109.329696474895,45.0861989229186
USGS06214500,YELLOWSTONE,Yellowstone River,-108.468099013831,45.800178973051
USGS06279795,USGS06279795,Crow Creek,-109.973668517142,44.513125534381
USGS06294500,Bighorn River ab Tullock Cr nr,Bighorn River,-107.469307865753,46.1252815619746
USGS06299980,USGS06299980,Tongue River,-107.021325264701,44.9005723180929
USGS06301480,USGS06301480,Coney Creek,-107.318164665612,44.6016200906707
USGS06301495,"CONEY CREEK BELOW TWIN LAKES,","",-107.308323918686,44.6117582524353
USGS06305700,USGS06305700,Goose Creek,-106.989386855257,44.8864175972659
USGS06306250,USGS06306250,Prairie Dog Creek,-106.839750361983,44.984151222169
USGS06306300,USGS06306300,Tongue River,-106.836048183664,45.0093707865405
USGS06307500,USGS06307500,Tongue River,-106.7714494,45.14136702
USGS06307600,USGS06307600,Hanging Woman Creek,-106.5039264,45.29554566
USGS06307616,USGS06307616,Tongue River,-106.457409302862,45.411760698722
USGS06307740,USGS06307740,Otter Creek,-106.2552918,45.58388901
USGS06307830,USGS06307830,Tongue River,-106.22034571504,45.8398080770843
USGS06307990,Tongue R ab T & Y Div Dam nr M,Tongue River,-105.779996,46.18750218
USGS06308400,USGS06308400,Pumpkin Creek,-105.6905487,46.2283355700001
USGS06308500,TONGUE RIVER,Tongue River,-105.803445825324,46.3451768991458
USGS06313500,USGS06313500,Powder River,-106.306638963374,43.6956375002655
USGS06316400,USGS06316400,Crazy Woman Creek,-106.177591092354,44.491012442017
USGS06324000,USGS06324000,Clear Creek,-106.0828016,44.87165223
USGS06324500,USGS06324500,Powder River,-105.878275314819,45.0575413535876
USGS06329595,UNNAMED TRIB @ JACKSON WELL NR,"",-103.737806374802,47.7931157166141
USGS06329597,USGS06329597,Charbonneau Creek,-103.794055085368,47.8506137897932
USGS06386500,USGS06386500,Cheyenne River,-104.1317144742,43.4209201389177
USGS06402140,FALL RIVER ABOVE FALLS NR HOT,Fall River,-103.41083481726,43.4018067643094
USGS06402600,USGS06402600,Cheyenne River,-103.074472355401,43.5018939495373
USGS06403700,USGS06403700,Cheyenne River,-102.8937965,43.67304473
USGS06406000,USGS06406000,Battle Creek,-103.1960211,43.82804586
USGS06406500,USGS06406500,Battle Creek,-102.90629081322,43.7252678055795
USGS06408650,"CHEYENNE RIVER NEAR SCENIC, SD",Cheyenne River,-102.643712575059,43.897716234782
USGS06421500,USGS06421500,Rapid Creek,-102.8537858,43.94193295
USGS06423500,USGS06423500,Cheyenne River,-102.401636985762,44.0811575278282
USGS06436760,USGS06436760,Horse Creek,-103.366964858469,44.6524687155318
USGS06437000,BELLE FOURCH,Belle Fourche River,-103.136500713742,44.5130294051923
USGS06438000,USGS06438000,Belle Fourche River,-102.566099677372,44.36988839533
USGS06438500,USGS06438500,Cheyenne River,-101.929707789975,44.5309530213111
USGS06439500,USGS06439500,Cheyenne River,-101.218760796655,44.6964610203404
USGS06444000,USGS06444000,White River,-103.4177778,42.68666667
USGS06465500,USGS06465500,Niobrara River,-98.2226140645904,42.7402982833864
USGS06470830,JAMES RIVER,James River,-98.1149667388442,46.1387938916042
USGS06478500,USGS06478500,James River,-97.6360315536922,43.1854698099364
USGS06479010,USGS06479010,Vermillion River,-96.9243108744165,42.8174331242316
USGS06480000,USGS06480000,Big Sioux River,-96.7489392187226,44.1805750051476
USGS06481000,USGS06481000,Big Sioux River,-96.74532896,43.7902515
USGS06482020,USGS06482020,Big Sioux River,-96.71116073,43.56691932
USGS06485500,USGS06485500,Big Sioux River,-96.5620692688036,42.8371428261012
USGS06610770,Big Papillion Creek at Q Stree,Big Papillion Creek,-96.01668257,41.20527667
USGS06610795,"Papillion Creek at Fort Crook,",Papillion Creek,-95.93779009,41.11805444
USGS06711565,SOUTH PLATTE,South Platte River,-105.004341115274,39.6649412682382
USGS06713500,USGS06713500,Cherry Creek,-104.999658458922,39.742484707023
USGS06752260,CACHE LA POU,Cache la Poudre River,-105.069201646188,40.5893114663324
USGS06754000,USGS06754000,South Platte River,-104.563012100566,40.4119499914419
USGS06767500,"PLUM CREEK NEAR SMITHFIELD, NE","",-99.7108350493829,40.6414706544529
USGS06772000,USGS06772000,Wood River,-98.4754198971544,40.8518683344291
USGS06773500,Prairie Creek near Silver Cree,Prairie Creek,-97.6753296,41.328903
USGS06775900,"DISMAL RIVER NEAR THEDFORD, NE",Dismal River,-100.525040528903,41.7787729295208
USGS06781800,"SOUTH LOUP R NR. CALLAWAY, NE.",South Loup River,-99.93097222,41.30313889
USGS06783400,"CLEAR C NR LITCHFIELD, NEBR.",Clear Creek,-99.1070419530022,41.1462237091955
USGS06784500,OAK CREEK NR DANNEBROG NEBR,Oak Creek,-98.61277778,41.11972222
USGS06788898,"Mira Creek nr. North Loup, NE",Mira Creek,-98.7970865384136,41.5019787525466
USGS06795500,USGS06795500,Shell Creek,-97.28166667,41.52611111
USGS06800000,USGS06800000,Maple Creek,-96.5409981023612,41.5606330293157
USGS06800500,USGS06800500,Elkhorn River,-96.2834906317961,41.2935608042772
USGS06801180,USGS06801180,Olive Branch,-96.7954375190724,40.5958658149682
USGS06890900,USGS06890900,Delaware River,-95.4255084807372,39.1131290753083
USGS06892360,USGS06892360,Kill Creek,-94.9734154506965,38.9567763093685
USGS06892440,USGS06892440,Cedar Creek,-94.8543529899752,38.859218785339
USGS06892495,USGS06892495,Cedar Creek,-94.9220910286882,38.9780763155279
USGS06892513,USGS06892513,Mill Creek,-94.8175229669633,39.0291344626001
USGS06893100,USGS06893100,Blue River,-94.6124466557125,38.8424360174645
USGS06893150,USGS06893150,Blue River,-94.58055556,38.88944444
USGS06893390,USGS06893390,Indian Creek,-94.6079353645928,38.938674014978
USGS06893500,USGS06893500,Blue River,-94.5592411901202,38.9574963169179
USGS06893560,USGS06893560,"",-94.5853379963675,39.0400845778404
USGS06893562,USGS06893562,"",-94.578401618395,39.0388148410883
USGS06893564,USGS06893564,"",-94.5312888327763,39.0368694704871
USGS06893590,USGS06893590,Blue River,-94.4904830794162,39.0964157631
USGS06893910,Little Blue River at 39th St.,Little Blue River,-94.3372631662637,39.0471035028226
USGS06893970,Spring Branch Creek at Holke R,Spring Branch,-94.3434212034547,39.0885907033963
USGS06894000,USGS06894000,Little Blue River,-94.30050385,39.10056091
USGS06919000,USGS06919000,Sac River,-93.7616732798334,37.6975235251845
USGS06922450,USGS06922450,Osage River,-93.4053968183707,38.2627487375554
USGS06926000,USGS06926000,Osage River,-92.60740708,38.19142184
USGS07010330,Meramec River on CR 428 below,Meramec River,-91.4145,37.65908889
USGS07030050,"HATCHIE RIVER AT RIALTO, TN","",-89.60945502,35.63733496
USGS07030246,MIDDLE BEAVER CREEK NEAR GAINE,"",-89.64154004,35.3939674
USGS07030392,"WOLF RIVER AT LAGRANGE, TN",Wolf River,-89.24673598,35.03258978
USGS070306050,JOHNSONS CREEK AT SR 205 NEAR,Johnsons Creek,-89.65777778,35.10944444
USGS07048480,USGS07048480,"",-94.17548249,36.05702414
USGS07048490,USGS07048490,"",-94.16242652,36.04841304
USGS07048550,West Fork White River east of,West Fork White River,-94.0831106937767,36.0537508357972
USGS07048600,USGS07048600,White River,-94.081313218639,36.0734066006987
USGS07049691,USGS07049691,White River,-93.8478337936091,36.4211297081198
USGS07053203,Long Creek southeast of Denver,Long Creek,-93.27055556,36.36416667
USGS07053250,USGS07053250,Yocum Creek,-93.35611111,36.45444444
USGS07053450,White River bl Table Rock Dam,White River,-93.3087115883871,36.595663997865
USGS070545003,White River inside Bull Shoals,White River,-92.5764271484984,36.365884631795
USGS07054501,White River at Bull Shoals Dam,White River,-92.5764271484984,36.365884631795
USGS07054502,White River below Bull Shoals,White River,-92.5860794056692,36.3617561555722
USGS07054527,White River below Bull Shoals,White River,-92.5735384834996,36.3432625315223
USGS07055607,Crooked Creek at Kelly Crossin,Crooked Creek,-92.7092989291306,36.2304912507951
USGS07055646,"BUFFALO RIVER NEAR BOXLEY, AR",Buffalo River,-93.40567220038,35.9388568671446
USGS07055660,"Buffalo River at Ponca, AR",Buffalo River,-93.3544567246395,36.021150503656
USGS07055680,"Buffalo River at Pruitt, AR",Buffalo River,-93.138553598408,36.0612393557446
USGS07056515,USGS07056515,Bear Creek,-92.7244328441074,35.9505791211905
USGS07056695,"WATER CREEK NEAR EVENING STAR,",Buffalo River,-92.57627388,36.04979501
USGS07057370,USGS07057370,White River,-92.2997559675503,36.2236880998432
USGS07058980,USGS07058980,Bennetts River,-92.1178220468626,36.4226231192398
USGS07059450,USGS07059450,Big Creek,-92.1136803934249,36.3564557198877
USGS07059997,North Fork R. inside Norfork D,North Fork River,-92.2378952527001,36.2489639469845
USGS07059998,North Fork River at Base of No,North Fork River,-92.2378952527001,36.2489639469845
USGS07060500,USGS07060500,White River,-92.1433149900782,36.1153404198184
USGS07060890,"Poke Bayou near Sidney, AR",Poke Bayou,-91.69863111,35.95427245
USGS07060894,"Sullivan Creek near Sandtown,",Sullivan Creek,-91.64166667,35.8875
USGS07061270,USGS07061270,East Fork Black River,-90.84244444,37.55255556
USGS07061300,USGS07061300,East Fork Black River,-90.8276388443407,37.4500747631032
USGS07061600,"Black River below Annapolis, M",Black River,-90.7645535411014,37.3247836757391
USGS07065040,"'BIG CR AT MAUSER MILL, MO 070",Big Creek,-91.3171103277864,37.3131856075126
USGS07065200,USGS07065200,Jacks Fork,-91.6680612080033,37.0562899758581
USGS07076000,USGS07076000,Little Red River,-91.9966812785429,35.5173731090926
USGS07083000,HALFMOON CRE,Halfmoon Creek,-106.389337068935,39.1723433712259
USGS07086000,"",Arkansas River,-106.265310486118,39.042917141916
USGS07091200,ARKANSAS RIV,Arkansas River,-106.050899591952,38.6522819100451
USGS07093740,USGS07093740,Badger Creek,-105.8138942,38.65888469
USGS07093775,USGS07093775,Badger Creek,-105.860766699675,38.4670988594865
USGS07094500,ARKANSAS RIV,Arkansas River,-105.373963944618,38.4870077686332
USGS07096000,"",Arkansas River,-105.2572128,38.43388674
USGS07097000,ARKANSAS RIV,Arkansas River,-105.015538092395,38.3888098919417
USGS07099400,ARKANSAS RIV,Arkansas River,-104.718082470963,38.2712881154074
USGS07099969,ARKANSAS R. AT ST CHARLES MESA,Arkansas River,-104.605541856447,38.2540850869056
USGS07099970,ARKANSAS RIV,Arkansas River,-104.604041439268,38.2533408407812
USGS07103797,USGS07103797,West Monument Creek,-104.955714963754,38.9753288938484
USGS07106000,FOUNTAIN CRE,Fountain Creek,-104.669882444726,38.6023259889127
USGS07106500,FOUNTAIN CRE,Fountain Creek,-104.601782167213,38.2879742551395
USGS07109500,ARKANSAS RIV,Arkansas River,-104.398945802052,38.2483711268443
USGS07119700,"",Arkansas River,-103.911613698797,38.1257885195628
USGS07124000,ARKANSAS RIV,Arkansas River,-103.219827543611,38.0821254792875
USGS07130500,"",Arkansas River,-102.932856232012,38.0665498284983
USGS07137500,ARKANSAS R N,Arkansas River,-102.013282151577,38.0276127772464
USGS07142575,"",Rattlesnake Creek,-98.5464789130959,38.093595625659
USGS07143672,USGS07143672,Little Arkansas River,-97.5194775365281,38.0070634339679
USGS07143680,USGS07143680,Little Arkansas River,-97.5183743,38.00751145
USGS07144100,"",Little Arkansas River,-97.4251625744547,37.8830064564898
USGS07144780,"NF NINNESCAH R AB CHENEY RE, K",North Fork Ninnescah River,-98.0139016989803,37.8628199521794
USGS07169500,USGS07169500,Fall River,-95.833573607866,37.5082302701674
USGS07169800,USGS07169800,Elk River,-96.1862962807786,37.3754513724897
USGS07176950,USGS07176950,Hominy Creek,-96.3789064,36.47367933
USGS07177500,USGS07177500,Bird Creek,-95.9541621,36.27842534
USGS07178000,USGS07178000,Bird Creek,-95.8685914267913,36.2482637732554
USGS07178200,USGS07178200,Bird Creek,-95.8194744766149,36.2233427943847
USGS07178520,USGS07178520,Dog Creek,-95.6118043173356,36.2787763953079
USGS07179730,USGS07179730,Neosho River,-96.2501384722741,38.4672437896583
USGS07182250,USGS07182250,Jacob Creek,-96.3565004580736,38.3979010950321
USGS07182510,USGS07182510,Neosho River,-95.7347432192079,38.1945103798796
USGS07185090,"Tar Creek near Commerce, OK",Tar Creek,-94.85328623,36.94367956
USGS07185095,USGS07185095,Tar Creek,-94.8684300098859,36.9003048443983
USGS07186670,"Shoal Creek near Wheaton, MO",Shoal Creek,-94.02410833,36.77696667
USGS07188007,Beaver Creek abv Spring River,"",-94.75055556,36.9325
USGS07188838,Little Sugar Creek near Pinevi,Little Sugar Creek,-94.3736167451093,36.5839837428701
USGS071912213,USGS071912213,Spavinaw Creek,-94.6850573002201,36.3231874647822
USGS07191222,USGS07191222,Beaty Creek,-94.7761505362476,36.3552254250853
USGS07194816,Research Br Outlet at the WREC,Hamestring Creek,-94.1917356841113,36.0900248552645
USGS07197360,USGS07197360,Caney Creek,-94.8561543436859,35.7851187774934
USGS07198000,USGS07198000,Illinois River,-95.0685147771664,35.5730030438729
USGS07227500,"",Canadian River,-101.879692820983,35.4698565553636
USGS07239450,USGS07239450,North Canadian River,-98.0650027392013,35.6168459450595
USGS07239500,USGS07239500,North Canadian River,-97.9573436141807,35.5632247767621
USGS07239700,USGS07239700,North Canadian River,-97.74254419,35.5394985
USGS07241000,USGS07241000,North Canadian River,-97.6636817647595,35.4785832212518
USGS07241520,USGS07241520,North Canadian River,-97.36725805,35.56561473
USGS07241550,USGS07241550,North Canadian River,-97.193929710127,35.5005820094126
USGS07244100,USGS07244100,Coal Creek,-95.9555975400842,35.4529698903509
USGS07261500,USGS07261500,Fourche LaFave River,-93.6559580006133,34.8735280641039
USGS07263555,Fourche Creek at Univ. Avenue,Fourche Creek,-92.34459709,34.7070368
USGS07263605,Fourche Creek at Lindsey St. E,Fourche Creek,-92.2134812,34.71870324
USGS07288636,"TOMMIE BAYOU AT PACE, MS",Tommie Bayou,-90.85260157,33.7920562
USGS0728864985,BOGUE PHALIA AT HWY 82 NEAR LE,"",-90.83916667,33.41277778
USGS07288650,"BOGUE PHALIA NR LELAND, MS","",-90.84777778,33.39666667
USGS0728875070,"DEER CREEK EAST OF LELAND, MS",Deer Creek,-90.8921001597638,33.4009163599953
USGS07299890,USGS07299890,Lelia Lake Creek,-100.696298355178,34.9356088806121
USGS07301500,USGS07301500,North Fork Red River,-99.5066076543229,35.1675633325639
USGS07308200,USGS07308200,Pease River,-99.2783731402599,34.1791317005514
USGS07308500,USGS07308500,Red River,-98.5317637382541,34.1095729885604
USGS07309435,"Jimmy Creek nr Meers, OK",Jimmy Creek,-98.5843797627179,34.7969764190565
USGS07311600,USGS07311600,North Wichita River,-100.065225410029,33.9506220837218
USGS07311630,USGS07311630,Middle Fork Wichita River,-100.0751027,33.79591742
USGS07311700,USGS07311700,North Wichita River,-99.78648219,33.82064216
USGS07311782,USGS07311782,South Wichita River,-100.208854897888,33.622273181625
USGS07311800,USGS07311800,South Wichita River,-99.8013329381549,33.644241302719
USGS07311900,USGS07311900,Wichita River,-99.3888225326508,33.7002349255907
USGS07312100,USGS07312100,Wichita River,-99.14284945,33.7600934
USGS07312130,USGS07312130,Wichita River,-98.8391995369201,33.8690649014634
USGS07312200,USGS07312200,Beaver Creek,-98.9053146476781,33.9055901066319
USGS07312500,USGS07312500,Wichita River,-98.5334863941589,33.9094007310078
USGS07312700,USGS07312700,Wichita River,-98.2966677960289,34.0552920345766
USGS07314900,USGS07314900,"",-98.24004579,33.8267666
USGS07316000,"Red River near Gainesville, TX",Red River,-97.1601349017962,33.7280860695638
USGS07331000,USGS07331000,Washita River,-96.9757539101052,34.234018905201
USGS07331600,Red River at Denison Dam nr De,Shawnee Creek,-96.5626830385008,33.8146945262947
USGS07332390,USGS07332390,Blue River,-96.60055788,34.38342602
USGS07332620,Bois D'Arc Ck at FM 1396 nr Ho,Bois d'Arc Creek,-95.98444444,33.68222222
USGS07335500,"",Red River,-95.5020086918057,33.8755671618595
USGS07336820,"",Red River,-94.6957961107941,33.6878316642106
USGS07337000,"",Red River,-94.0413471100722,33.5523692127621
USGS07338905,Mountain Fork at Highway 259A,Mountain Fork,-94.6876188263549,34.1380460705441
USGS07338920,USGS07338920,Mountain Fork,-94.6331144208925,34.0827698187906
USGS07338960,Mountain Fork at Presbyterian,Mountain Fork,-94.6276160822359,34.0727410569965
USGS07339000,USGS07339000,Mountain Fork,-94.6208825143071,34.0417809701486
USGS07340500,USGS07340500,Cossatot River,-94.2115950992367,34.0450109123221
USGS07346013,Big Cypress Ck nr VL Oilfield,Big Cypress Bayou,-94.44080556,32.73975
USGS07346017,"Big Cypress Ck nr US Hwy 59, J",Big Cypress Bayou,-94.3609503031867,32.7516262707246
USGS07346018,Big Cypress Ck abv Black Cypre,Big Cypress Bayou,-94.3322558054448,32.7688885697521
USGS07346080,Big Cypress Ck abv SH 43 nr Ka,"",-94.2325,32.73861111
USGS07359001,USGS07359001,Ouachita River,-92.8906758390977,34.4266755767676
USGS07359002,USGS07359002,Ouachita River,-92.8909936794369,34.4266840604524
USGS07362693,USGS07362693,Middle Fork Saline River,-92.8275916882615,34.6307334681899
USGS07363200,USGS07363200,Saline River,-92.4061564014904,34.1155019050947
USGS07364133,USGS07364133,Bayou Bartholomew,-91.65623883,33.86649233
USGS07364150,Bayou Bartholomew near McGehee,Bayou Bartholomew,-91.4458417629251,33.6283368949804
USGS07364185,Bayou Bartholomew near Portlan,Bayou Bartholomew,-91.5351136503589,33.2286124376017
USGS07369649,Tensas River South of Newlight,Tensas River,-91.4898415,32.08932064
USGS07375050,USGS07375050,Tchefuncte River,-90.1704125471637,30.4944604177651
USGS07375230,Tchefuncte River at Madisonvil,Tchefuncte River,-90.15480092,30.4040829
USGS07375690,Tangipahoa R. below Bedico Cr.,Tangipahoa River,-90.2754297960637,30.358731803602
USGS07379960,USGS07379960,Dawson Creek,-91.0946043523531,30.3816164265753
USGS0738022295,USGS0738022295,Grand Goudine Bayou,-90.96343348,30.26213981
USGS073802245,"Black Bayou E of Gonzales, LA","",-90.8772871132182,30.2406749241421
USGS073802273,Bayou Francois at Hwy 61 Near,Bayou Francois,-90.9005242163751,30.2265866416051
USGS0738023365,"Bayou Rigolets near Slidell, L","",-89.7195708532227,30.1678879558665
USGS073813375,USGS073813375,"",-90.58777778,29.38888889
USGS07381343,USGS07381343,"",-90.6176342302282,29.3868712451548
USGS07381409,UPPER GRAND RIVER NEAR CRESCEN,"",-91.3237172882184,30.2224313223651
USGS07381440,USGS07381440,Bayou Grosse Tete,-91.4523130711804,30.442215080277
USGS07381450,USGS07381450,Lower Grand River,-91.3317755,30.15547581
USGS073814675,USGS073814675,"",-91.0993589116566,29.6682741284803
USGS07386600,USGS07386600,Vermilion River,-91.9884006180831,30.3683133117544
USGS07386850,USGS07386850,Vermilion River,-91.9558405893644,30.2188008245918
USGS08010000,USGS08010000,Bayou des Cannes,-92.4910425025484,30.4829522867315
USGS08012150,USGS08012150,Mermentau River,-92.59055556,30.19
USGS08012470,USGS08012470,Bayou Lacassine,-92.8786547460319,30.069995363823
USGS08014500,WHISKEY CHITTO CREEK NEAR OBER,Whisky Chitto Creek,-92.8934999718789,30.6989804407505
USGS08017044,USGS08017044,Calcasieu River,-93.24737643,30.23714987
USGS08028000,USGS08028000,Bayou Anacoco,-93.3529223267118,30.9538567726029
USGS08028200,USGS08028200,Bayou Anacoco,-93.5107865151509,30.8701082475847
USGS08048543,USGS08048543,West Fork Trinity River,-97.2850936243968,32.7533326497335
USGS08049500,USGS08049500,West Fork Trinity River,-96.9944667047562,32.7627579544423
USGS08049553,USGS08049553,Big Bear Creek,-97.0822044669623,32.8950455835194
USGS08049565,Trigg Br at DFW Airport nr Eul,Bear Creek,-97.0397382414917,32.8673699066018
USGS08049569,USGS08049569,Bear Creek,-97.0349545142474,32.835455277144
USGS08049955,"Fish Ck at Belt Line Rd, Grand",Fish Creek,-96.9851864998997,32.6923851240482
USGS08051500,"CLEAR CK NR SANGER, TX",Clear Creek,-97.1792249784937,33.3365690401193
USGS08052740,Doe Br at Fishtrap Rd nr Prosp,"",-96.8705907933101,33.2541072797883
USGS08057055,Trinity Rv at Cedar Crest Blvd,Trinity River,-96.78555653,32.75124123
USGS08057200,USGS08057200,White Rock Creek,-96.7568711563949,32.8893521537535
USGS08057410,USGS08057410,Trinity River,-96.7358504449097,32.7077911253909
USGS08057431,Fivemile Ck nr Simpson Stuart,Fivemile Creek,-96.7488335608304,32.6879893548989
USGS08057448,USGS08057448,Trinity River,-96.62221481,32.6176342100001
USGS08057475,Parsons Sl nr Davis Rd nr Cran,Parsons Slough,-96.52972222,32.57055556
USGS08059530,Tickey Ck nr CR 400 nr Princet,Ticky Creek,-96.5038208857926,33.1599511545404
USGS08061536,Spring Ck at Naaman School Rd,Spring Creek,-96.6285990982769,32.9545838032287
USGS08061740,Duck Ck at Twn East Blvd nr Me,Duck Creek,-96.555,32.81666667
